"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-11-28",,"83",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-11-29",,"81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-11-30",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-01",,"82",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-02",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-03",,"84",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-04",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-05",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-06",,"83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-07",,"81",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-08",,"81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-09",,"79","92","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-10",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-11",,"78",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-12",,"81",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-13",,"83",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-14",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-15",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-16",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-17",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-18",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-19",,"80",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-20",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-21",,"81",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-22",,"79",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-23",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-24",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-25",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-26",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-27",,"80",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-28",,"80",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-29",,"81",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-30",,"81",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2016-12-31",,"80",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-01",,"79",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-02",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-03",,"79",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-04",,"78",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-05",,"77",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-06",,"75",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-07",,"76",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-08",,"76",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-09",,"76",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-10",,"74",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-11",,"73",,"54"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-12",,"74",,"53"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-13",,"76",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-14",,"78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-15",,"78",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-16",,"78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-17",,"76",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-18",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-19",,"79",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-20",,"79",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-21",,"81",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-22",,"83",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-23",,"85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-24",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-25",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-26",,"81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-27",,"77",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-28",,"83",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-29",,"83",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-30",,"82",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-01-31",,"81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-01",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-02",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-03",,"80",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-04",,"77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-05",,"75",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-06",,"74",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-07",,"78",,"57"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-08",,"79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-09",,"80",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-10",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-11",,"77",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-12",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-13",,"82",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-14",,"85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-15",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-16",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-17",,"87",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-18",,"89",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-19",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-20",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-21",,"79",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-22",,"79",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-23",,"83",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-24",,"85",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-25",,"86",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-26",,"86",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-27",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-02-28",,"86",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-01",,"87",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-02",,"85",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-03",,"83",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-04",,"81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-05",,"83",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-06",,"81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-07",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-08",,"82",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-09",,"82",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-10",,"80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-11",,"80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-12",,"78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-13",,"81",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-14",,"84",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-15",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-16",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-17",,"84",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-18",,"83",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-19",,"82",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-20",,"84",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-21",,"83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-22",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-23",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-24",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-25",,"86",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-26",,"89",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-27",,"91",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-28",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-29",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-30",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-03-31",,"87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-01",,"84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-02",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-03",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-04",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-05",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-06",,"84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-07",,"84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-08",,"85",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-09",,"89",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-10",,"88",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-11",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-12",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-13",,"87",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-14",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-15",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-16",,"88",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-17",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-18",,"88",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-19",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-20",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-21",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-22",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-23",,"86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-24",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-25",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-26",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-27",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-28",,"86",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-29",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-04-30",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-01",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-02",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-03",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-04",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-05",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-06",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-07",,"87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-08",,"88",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-09",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-10",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-11",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-12",,"88",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-13","0.12","88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-14","0.01","88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-15","0.00","88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-16",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-17",,"87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-18",,"89",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-19",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-20",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-21",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-22",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-23",,"89",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-24",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-25",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-26",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-27",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-28",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-29","0.00","89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-30","0.00","89",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-05-31","0.00","89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-01","0.01","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-02","0.31","88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-03","0.00","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-04","0.43","88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-05","0.01","89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-06","0.02","89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-07","0.00","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-08","0.47","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-09","1.06","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-10","0.79","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-11","0.04","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-12","2.80","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-13","0.98","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-14","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-15","0.75","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-16","0.03","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-17","0.00","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-18","0.00","88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-19","0.08","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-20","0.24","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-21","0.04","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-22","0.24","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-23","0.91","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-24","0.08","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-25","1.46","79",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-26","2.05","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-27","1.54","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-28","2.01","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-29","3.58","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-06-30","0.63","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-01","3.66","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-02","1.93","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-03","0.71","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-04","0.16","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-05","0.28","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-06","0.04","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-07","0.24","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-08","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-09","0.39","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-10","0.00","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-11","0.12","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-12","0.02","85",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-13","0.01","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-14","1.02","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-15","2.68","81",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-16","2.87","82",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-17","2.24","78",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-18","6.42","80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-19","3.11","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-20","0.87","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-21","1.61","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-22","3.43","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-23","1.10","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-24","0.00","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-25","0.20","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-26","0.35","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-27","0.16","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-28","0.20","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-29","0.16","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-30","0.08","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-07-31","0.08","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-01","0.51","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-02","0.08","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-03","0.24","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-04","0.08","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-05","0.12","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-06","0.00","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-07","0.03","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-08","0.87","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-09","0.01","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-10","0.02","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-11","0.04","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-12","0.20","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-13","0.16","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-14","0.43","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-15","2.13","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-16","0.20","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-17","0.01","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-18","0.02","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-19","0.16","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-20","2.13","76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-21","4.72","78",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-22","0.55","82",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-23","0.00","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-24","0.59","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-25","0.12","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-26","3.54","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-27","1.22","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-28","2.36","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-29","3.46","78",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-30","13.03","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-08-31","0.35","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-01","0.00","82",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-02","0.31","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-03","0.51","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-04","0.04","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-05","0.00","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-06",,"84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-07",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-08",,"85","90","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-09",,"84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-10",,"85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-11","0.00","88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-12","0.01","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-13","4.06","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-14","0.02","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-15","2.52","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-16","0.16","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-17","1.26","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-18","0.04","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-19","0.00","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-20","11.97","77",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-21","2.48","80",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-22","0.01","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-23","0.00","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-24",,"84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-25",,"84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-26","0.00","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-27",,"86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-28",,"86",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-29","0.02","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-09-30","0.12","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-01","0.00","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-02",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-03",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-04",,"89",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-05",,"89",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-06",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-07",,"83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-08",,"83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-09",,"84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-10","0.00","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-11","0.24","82",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-12","0.00","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-13",,"84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-14",,"83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-15",,"83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-16",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-17","1.26","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-18","0.00","87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-19",,"86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-20",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-21",,"85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-22",,"85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-23",,"86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-24",,"87",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-25",,"87",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-26",,"87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-27",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-28",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-29",,"85",,"73"
