"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-30",,"86",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-10-31",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-01",,"87",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-02",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-03",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-04",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-05",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-06",,"87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-07",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-08",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-09",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-10",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-11",,"83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-12",,"83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-13",,"81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-14",,"81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-15",,"83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-16",,"82",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-17",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-18",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-19",,"85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-20",,"84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-21","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-22",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-23",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-24",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-25",,"82",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-26",,"82","94","68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-27",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-28",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-29",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-11-30",,"83",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-01",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-02",,"84",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-03",,"84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-04",,"81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-05","0.87","74",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-06","2.13","76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-07","0.00","75",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-08",,"78",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-09",,"79",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-10",,"79",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-11",,"78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-12",,"77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-13",,"76",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-14",,"75",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-15",,"78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-16",,"81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-17",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-18",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-19",,"81",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-20",,"80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-21",,"80",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-22",,"80",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-23",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-24",,"79",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-25",,"79",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-26",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-27",,"80",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-28",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-29",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-30",,"78",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2017-12-31",,"78",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-01",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-02",,"75",,"57"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-03",,"77",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-04",,"77",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-05",,"77",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-06",,"76",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-07",,"74",,"57"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-08",,"75",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-09",,"78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-10",,"81",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-11",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-12",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-13",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-14",,"83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-15",,"84",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-16",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-17",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-18",,"84",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-19",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-20",,"81",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-21",,"81",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-22",,"79",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-23",,"76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-24",,"75",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-25",,"77",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-26",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-27",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-28",,"77",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-29",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-30",,"82",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-01-31",,"83",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-01",,"81",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-02",,"81",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-03",,"81",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-04",,"82",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-05",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-06",,"82",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-07",,"79",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-08",,"78",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-09",,"79",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-10",,"78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-11",,"76",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-12",,"75",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-13",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-14",,"84",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-15",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-16",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-17",,"84",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-18",,"83",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-19",,"83",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-20",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-21",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-22",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-23",,"84",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-24",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-25",,"87",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-26",,"87",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-27",,"88",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-02-28",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-01",,"85",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-02",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-03",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-04",,"83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-05",,"84",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-06",,"87",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-07",,"83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-08",,"82",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-09",,"84",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-10",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-11",,"89",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-12",,"88",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-13",,"89",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-14",,"89",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-15",,"83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-16","0.00","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-17",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-18",,"84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-19",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-20",,"83",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-21",,"82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-22",,"81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-23",,"81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-24",,"84",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-25",,"91",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-26",,"91",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-27",,"84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-28",,"83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-29",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-30",,"83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-03-31",,"83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-01",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-02",,"84",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-03",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-04",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-05",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-06",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-07",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-08",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-09",,"86",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-10",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-11",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-12",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-13",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-14",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-15",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-16",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-17",,"90",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-18",,"89",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-19",,"89",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-20",,"87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-21",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-22",,"89",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-23",,"87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-24",,"88",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-25",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-26",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-27",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-28",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-29",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-04-30",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-01",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-02",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-03",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-04",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-05",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-06",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-07",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-08",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-09",,"88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-10",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-11",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-12",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-13",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-14",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-15",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-16",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-17",,"89",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-18",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-19",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-20",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-21",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-22",,"88",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-23",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-24",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-25",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-26",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-27",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-28",,"89",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-29",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-30",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-05-31",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-01",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-02",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-03","1.02","88",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-04","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-05","2.01","87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-06","0.00","89",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-07","0.75","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-08","1.61","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-09","1.46","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-10",,"88",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-11","0.02","88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-12","0.03","88",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-13","0.00","88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-14","0.01","87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-15","0.28","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-16","0.35","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-17","2.32","80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-18","2.05","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-19","0.08","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-20","0.02","87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-21","0.01","87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-22","0.04","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-23","0.63","78",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-24","1.26","80",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-25","9.09","82",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-26","2.09","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-27","0.08","85","90","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-28","0.08","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-29","1.14","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-06-30","0.79","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-01","0.08","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-02","0.02","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-03","5.16","80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-04","4.65","82","87","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-05","1.69","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-06","0.67","85","88","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-07","0.24","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-08","5.16","78",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-09","4.80","78",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-10","7.24","80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-11","4.49","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-12","0.20","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-13","0.12","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-14","0.63","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-15","1.50","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-16","3.74","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-17","1.50","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-18","0.39","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-19","0.08","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-20","0.20","82",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-21","0.71","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-22","0.00","82",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-23","0.00","82",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-24","0.16","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-25","0.04","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-26","0.04","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-27","0.04","82",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-28","0.04","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-29","0.00","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-30",,"84",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-07-31","0.00","83",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-01",,"83",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-02","0.08","83",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-03","0.12","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-04","0.35","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-05","0.31","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-06","0.16","82",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-07","0.08","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-08","0.03","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-09","0.08","82",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-10","0.16","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-11","0.59","82",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-12","0.55","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-13","0.43","81",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-14","0.24","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-15","0.02","82",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-16","0.28","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-17","0.43","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-18","0.16","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-19","0.31","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-20","0.63","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-21","0.20","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-22","0.98","80",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-23","0.91","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-24","0.35","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-25","0.20","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-26","0.47","81",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-27","0.35","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-28","0.51","81",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-29","0.01","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-30","0.00","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-08-31","0.28","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-01","0.08","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-02","0.63","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-03","0.12","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-04","0.20","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-05","0.00","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-06","0.03","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-07","0.00","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-08","0.04","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-09","0.02","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-10","0.31","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-11","0.00","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-12","0.08","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-13","0.00","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-14","0.35","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-15","0.02","83","90","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-16","0.04","83","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-17","0.00","82","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-18",,"84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-19","0.35","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-20","0.00","83","88","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-21","0.08","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-22","0.01","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-23","0.00","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-24","0.00","84","90","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-25",,"84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-26",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-27",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-28","0.28","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-29","0.16","86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-09-30","0.00","90",,"78"
